species;plastome;ITS;matK;ndhF;rbcL;atpB.rbcL;ndhA_intron;rpl16_intron;rpl32.trnL;rps16_intron;trnL.F
Utricularia uliginosa;NA;NA;AF531849;NA;MH292767;NA;NA;NA;NA;AF482602;AF482679
Utricularia uniflora;NA;NA;MF765491;NA;MF991563;NA;NA;NA;NA;KY243536;KY243660
Utricularia violacea;NA;NA;MF765486;NA;NA;NA;NA;NA;NA;KY243538;KY243662
Utricularia volubilis;NA;NA;MF765487;NA;MF991564;NA;NA;NA;NA;KY243540;KY243664
Utricularia vulgaris;NC_025653;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Utricularia warburgii;NA;NA;MF765506;NA;NA;NA;NA;NA;NA;NA;NA
Utricularia welwitschii;NA;NA;MF765502;NA;NA;NA;NA;NA;NA;NA;NA
Utricularia westonii;NA;NA;NA;NA;NA;NA;NA;NA;NA;KY243542;KY243666
Utricularia wightiana;NA;NA;MH292773;NA;MH292765;NA;NA;NA;NA;NA;NA
Vahlia capensis;KT738198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vanhouttea brueggeri;NA;KY858495;JX196128;NA;NA;NA;NA;NA;NA;NA;NA
Vanhouttea calcarata;NA;GQ344558;JX196129;NA;NA;AJ439972;NA;AJ487774;NA;GQ383629;AJ492320
Vanhouttea fruticulosa;NA;KY858496;JX232211;NA;NA;AJ439969;NA;NA;NA;JX195944;AJ439814
Vanhouttea gardneri;NA;KY858497;JX196130;NA;NA;AJ439974;NA;AJ487776;NA;JX195945;AJ439819
Vanhouttea hilariana;NA;KY858498;JX196131;NA;NA;NA;NA;NA;NA;NA;NA
Vanhouttea lanata;NA;KY858499;JX196132;U62203;NA;AJ439971;NA;AJ487773;NA;JX195947;AY047139
Vanhouttea leonii;NA;KY858500;JX232212;NA;NA;NA;NA;NA;NA;NA;NA
Vanhouttea pendula;NA;KY858501;JX232213;NA;NA;NA;NA;NA;NA;NA;NA
Verbascum arcturus;Li_2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Verbascum blattaria;NA;MG218312;NA;NA;MG222293;NA;NA;NA;NA;NA;NA
Verbascum carmanicum;NA;MH844091;MH885332;NA;NA;NA;NA;NA;NA;NA;MH885340
Verbascum chaixii;NA;LS973942;HE967506;NA;HE963721;NA;NA;NA;NA;NA;NA
Verbascum creticum;NA;NA;HM850964;NA;HM850440;NA;NA;NA;NA;NA;NA
Verbascum gabrieliae;NA;NA;MH885333;NA;NA;NA;NA;NA;NA;NA;MH885341
Verbascum kermanense;NA;KP738153;MH885331;NA;NA;NA;NA;NA;NA;NA;MH885338
Verbascum lychnitis;NA;KX506771;KJ746157;NA;KF997381;NA;NA;NA;NA;NA;KJ746353
Verbascum nigrum;NA;HQ130064;JN896238;NA;MG221619;NA;NA;NA;NA;NA;AF118804
Verbascum phlomoides;NA;KP738156;MK520794;NA;HE963722;NA;NA;NA;NA;NA;AF118805
Verbascum phoeniceum;NA;KT695267;NA;NA;KT695551;NA;NA;NA;NA;NA;NA
Verbascum pulverulentum;NA;NA;NA;NA;KF997371;NA;NA;NA;NA;NA;NA
Verbascum speciosum;NA;NA;NA;NA;NA;AJ490885;NA;NA;NA;NA;AJ492271
Verbascum thapsus;MT012419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Verbascum virgatum;NA;KC692522;HM850966;KC692716;KM361030;NA;NA;NA;NA;NA;KC692595
Verbena bonariensis;NA;FJ867401;HM850973;HM216782;HM850443;NA;NA;NA;NA;NA;EF571518
Verbena bracteata;NA;FJ867408;HQ384506;L36418;HQ384875;NA;NA;NA;NA;HQ385150;MG051605
Verbena brasiliensis;NA;KY968844;MF159403;NA;MF135338;NA;NA;NA;NA;NA;NA
Verbena californica;NA;MG051498;NA;MG051526;NA;NA;NA;NA;NA;NA;MG051606
Verbena canescens;NA;FJ867412;NA;MG051527;NA;NA;NA;NA;NA;NA;EF571533
Verbena carnea;NA;MG051499;MH552045;HM216783;KY627219;NA;NA;NA;NA;NA;HM216676
Verbena demissa;NA;MG051500;NA;MG051543;NA;NA;NA;NA;NA;NA;MG051608
Verbena glabrata;NA;MG051501;NA;MG051546;NA;NA;NA;NA;NA;NA;MG051594
Verbena halei;NA;FJ867409;NA;MG051529;NA;NA;NA;NA;NA;NA;MG051612
Verbena hastata;Li_2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Verbena hispida;NA;FJ867402;NA;MG051525;NA;NA;NA;NA;NA;NA;FJ867526
Verbena incompta;NA;KY968941;MF159505;NA;MF135448;NA;NA;NA;NA;NA;NA
Verbena intermedia;NA;FJ867400;NA;HM216785;NA;NA;NA;NA;NA;NA;EF571522
Verbena lasiostachys;NA;FJ867417;NA;NA;NA;NA;NA;NA;NA;NA;EF571523
Verbena litoralis;NA;FJ867404;JQ589493;HM216786;JQ594438;NA;NA;NA;NA;NA;EF571520
Verbena macdougalii;NA;FJ867407;NA;MG051557;NA;NA;NA;NA;NA;NA;EF571532
Verbena menthifolia;NA;FJ867413;NA;MG051552;NA;NA;NA;NA;NA;NA;EF571527
Verbena montevidensis;NA;FJ867405;NA;HM216788;NA;NA;NA;NA;NA;NA;EF571521
Verbena officinalis;Li_2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Verbena perennis;NA;FJ867411;NA;NA;NA;NA;NA;NA;NA;NA;EF571528
Verbena rigida;NA;FJ867403;AF531820;HM216790;HM850445;NA;NA;NA;NA;AJ431065;EF571519
Verbena scabra;NA;KY584387;MH552285;NA;KJ773969;NA;NA;NA;NA;NA;MG051599
Verbena simplex;NA;MG219908;MG224802;NA;MG221279;NA;NA;NA;NA;NA;NA
Verbena stricta;NA;NA;HQ593486;NA;HQ590319;NA;NA;NA;NA;NA;NA
Verbena urticifolia;NA;FJ867416;HQ593487;HM216791;DQ006128;NA;NA;NA;NA;NA;EF571524
Verbena valerianoides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MG051609
Veronica abyssinica;NA;AF313009;NA;NA;NA;NA;NA;NA;NA;FJ848213;AF513350
Veronica acinifolia;NA;AF509798;NA;NA;NA;NA;NA;NA;NA;FJ848215;AF486399
Veronica adamsii;NA;KJ630622;NA;NA;NA;NA;NA;NA;NA;NA;KJ630723
Veronica agrestis;NA;AF509784;JN893993;NA;AJ247611;NA;NA;NA;NA;NA;AF513335
Veronica alaskensis;NA;MG219128;NA;NA;KX037386;NA;NA;NA;NA;KX037410;KX061028
Veronica albicans;NA;AF037373;NA;NA;NA;NA;NA;NA;NA;NA;KJ630724
Veronica albiflora;NA;AY540869;NA;NA;NA;NA;NA;NA;NA;NA;AY540873
Veronica allionii;NA;AF509809;MF543570;NA;MF572260;NA;NA;NA;NA;NA;AF513348
Veronica alpina;NA;AF313013;NA;NA;KF602114;NA;NA;NA;NA;FJ848214;AH012855
Veronica americana;NA;KX061042;KT176613;KT176853;KT178133;NA;NA;NA;NA;KX037409;KX061027
Veronica amoena;NA;AF509786;NA;NA;NA;NA;NA;NA;NA;NA;AF513334
Veronica amplexicaulis;NA;KJ630624;NA;NA;NA;NA;NA;NA;NA;NA;KJ630725
Veronica anagallis-aquatica;NA;KJ630576;JN894700;NA;AY034021;NA;NA;NA;NA;KX037408;KX061026
Veronica anagalloides;NA;KJ829447;NA;NA;NA;NA;NA;NA;NA;NA;AF486404
Veronica aphylla;NA;AF515212;NA;NA;KF602140;NA;NA;NA;NA;NA;AF513349
Veronica arguta;NA;AY034862;NA;NA;AY034025;NA;NA;NA;NA;NA;AY540889
Veronica arguteserrata;NA;AF509787;NA;NA;NA;NA;NA;NA;NA;NA;AY673623
Veronica armena;NA;AF313040;NA;NA;NA;NA;NA;NA;NA;NA;KJ630687
Veronica armstrongii;NA;AF069463;NA;NA;NA;NA;NA;NA;NA;NA;KJ630726
Veronica arvensis;NA;AF313002;AF052003;NA;HM850447;NA;NA;NA;NA;FJ848224;AF486380
Veronica austriaca;NA;AF313000;NA;NA;MG222086;NA;NA;NA;NA;KU048013;KJ630688
Veronica aznavourii;NA;EU224205;NA;NA;NA;NA;NA;NA;NA;NA;EU233625
Veronica baumgartenii;NA;AY144464;NA;NA;NA;NA;NA;NA;NA;NA;AY780808
Veronica baylyi;NA;KJ630626;NA;NA;NA;NA;NA;NA;NA;NA;KJ630727
Veronica beccabunga;NA;AF313015;JN894414;NA;KX678574;NA;NA;NA;NA;AY218820;KJ630675
Veronica bellidioides;NA;AF313010;NA;NA;NA;NA;NA;NA;NA;NA;AF513345
Veronica benthamii;NA;AF229041;NA;NA;AY034013;NA;NA;NA;NA;NA;NA
Veronica biloba;NA;AY673606;NA;NA;MG221900;NA;NA;NA;NA;KU048019;AY673625
Veronica bollonsii;NA;KJ630627;NA;NA;NA;NA;NA;NA;NA;NA;KJ630728
Veronica bombycina;NA;AF486353;NA;NA;NA;NA;NA;NA;NA;NA;AF486376
Veronica bonarota;NA;AF509812;NA;NA;NA;NA;NA;NA;NA;NA;AF513353
Veronica bozakmanii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;KJ630676
Veronica brachysiphon;NA;KJ630628;NA;NA;NA;NA;NA;NA;NA;NA;KJ630729
Veronica buchananii;NA;KJ630629;NA;NA;NA;NA;NA;NA;NA;NA;KJ630730
Veronica bullii;NA;NA;MK519694;NA;MK525284;NA;NA;NA;NA;NA;NA
Veronica calycina;NA;JX193643;NA;NA;NA;NA;NA;NA;NA;NA;KJ630719
Veronica campylopoda;NA;AF486364;NA;NA;NA;NA;NA;NA;NA;AY218811;AY673624
Veronica cardiocarpa;NA;KU047990;NA;NA;NA;NA;NA;NA;NA;KU048017;NA
Veronica catenata;NA;KJ829473;JN894415;NA;HM850448;NA;NA;NA;NA;NA;KJ630677
Veronica ceratocarpa;NA;AY741514;NA;NA;NA;NA;NA;NA;NA;NA;AY673626
Veronica chamaedrys;NA;DQ227329;FJ395446;NA;KF602117;NA;NA;NA;NA;AY218814;KJ646890
Veronica chamaepithyoides;NA;AF509796;NA;NA;NA;NA;NA;NA;NA;FJ848222;AH012852
Veronica cheesemanii;NA;AF229046;NA;NA;NA;NA;NA;NA;NA;FJ848254;FJ848053
Veronica chionohebe;NA;FJ848070;NA;NA;NA;NA;NA;NA;NA;FJ848233;FJ848044
Veronica ciliata;NA;GU444014;NA;NA;NA;NA;NA;NA;NA;NA;AF486385
Veronica ciliolata;NA;AF229037;NA;NA;NA;NA;NA;NA;NA;FJ848230;FJ848041
Veronica colostylis;NA;AF229045;NA;NA;NA;NA;NA;NA;NA;NA;KJ630732
Veronica copelandii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;AF513344
Veronica corriganii;NA;AF037384;NA;NA;NA;NA;NA;NA;NA;NA;KJ630733
Veronica cuneifolia;NA;AF486354;NA;NA;NA;NA;NA;NA;NA;AY218810;AF486372
Veronica cupressoides;NA;AF037378;NA;NA;AY034014;NA;NA;NA;NA;FJ848251;AY540880
Veronica cusickii;NA;MG218729;NA;NA;MG222807;NA;NA;NA;NA;NA;AY486443
Veronica cymbalaria;NA;AY741526;NA;NA;NA;NA;NA;NA;NA;NA;KJ646891
Veronica czerniakowskiana;NA;AF486362;NA;NA;NA;NA;NA;NA;NA;NA;AF486371
Veronica dabneyi;NA;NA;HM851036;NA;HM850449;NA;NA;NA;NA;NA;NA
Veronica daurica;NA;NA;NA;NA;NA;NA;NA;NA;NA;FJ848217;AH012853
Veronica davisii;NA;AY540864;NA;NA;NA;NA;NA;NA;NA;NA;AY540871
Veronica decora;NA;AF229047;NA;NA;NA;NA;NA;NA;NA;FJ848255;AY540877
Veronica densiflora;NA;AY741521;NA;NA;NA;NA;NA;NA;NA;NA;AY776282
Veronica densifolia;NA;AF037375;NA;NA;AY034007;NA;NA;NA;NA;FJ848232;FJ848042
Veronica derwentiana;NA;AF037381;NA;NA;NA;NA;NA;NA;NA;NA;KJ630720
Veronica dieffenbachii;NA;AY034852;NA;NA;NA;NA;NA;NA;NA;NA;KJ630736
Veronica diosmifolia;NA;KJ630636;NA;NA;NA;NA;NA;NA;NA;NA;KJ630737
Veronica donii;NA;AF509794;NA;NA;NA;NA;NA;NA;NA;NA;AF513351
Veronica elliptica;NA;AF037392;NA;NA;AY034011;NA;NA;NA;NA;FJ848242;AY540883
Veronica erinoides;NA;AY741523;NA;NA;NA;NA;NA;NA;NA;NA;KJ630713
Veronica eriogyne;NA;JX420243;KT280272;NA;KT280170;NA;NA;NA;NA;NA;NA
Veronica evenosa;NA;KJ630638;NA;NA;NA;NA;NA;NA;NA;NA;KJ630739
Veronica fargesii;NA;KM277633;NA;NA;NA;NA;NA;NA;NA;NA;KM277648
Veronica farinosa;NA;AY741518;NA;NA;NA;NA;NA;NA;NA;NA;AY776283
Veronica ferganica;NA;KU047984;NA;NA;NA;NA;NA;NA;NA;KU242588;NA
Veronica filiformis;NA;AF486363;NA;NA;MG223694;NA;NA;NA;NA;FJ848225;AF486368
Veronica flavida;NA;KJ630639;NA;NA;NA;NA;NA;NA;NA;NA;KJ630740
Veronica formosa;NA;AF037383;NA;NA;AY034015;NA;NA;NA;NA;NA;AY540891
Veronica forrestii;NA;KM277634;NA;NA;NA;NA;NA;NA;NA;NA;KM277649
Veronica fruticans;NA;AY144462;NA;NA;KF997290;NA;NA;NA;NA;NA;EU282083
Veronica fruticulosa;NA;AF313004;NA;NA;NA;NA;NA;NA;NA;AY218812;KJ630714
Veronica gentianoides;NA;AF313018;NA;NA;NA;NA;NA;NA;NA;NA;AF486401
Veronica glandulosa;NA;AF313008;NA;NA;NA;NA;NA;NA;NA;AY218822;AF486394
Veronica glauca;NA;AF313006;NA;NA;NA;NA;NA;NA;NA;FJ848220;AF486395
Veronica grandis;NA;MG218948;NA;NA;MG223093;NA;NA;NA;NA;NA;NA
Veronica hectorii;NA;AF069461;NA;NA;NA;NA;NA;NA;NA;NA;KJ630741
Veronica hederifolia;NA;KY853242;JN894703;NA;KP402621;NA;NA;NA;NA;NA;AF510425
Veronica henryi;NA;KM277637;NA;NA;NA;NA;NA;NA;NA;NA;KM277645
Veronica hookeri;NA;AY034851;NA;NA;NA;NA;NA;NA;NA;FJ848250;FJ848050
Veronica hookeriana;NA;KJ630641;NA;NA;NA;NA;NA;NA;NA;FJ848256;FJ848054
Veronica insularis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;AF486406
Veronica intercedens;NA;AY673610;NA;NA;NA;NA;NA;NA;NA;FJ848226;AY673629
Veronica japonensis;NA;AF509807;NA;NA;NA;NA;NA;NA;NA;NA;AF486392
Veronica javanica;NA;AY540867;NA;NA;NA;NA;NA;NA;NA;FJ848219;AY540872
Veronica kaiseri;NA;KJ630583;NA;NA;NA;NA;NA;NA;NA;NA;KJ630679
Veronica kellereri;NA;AY144461;NA;NA;NA;NA;NA;NA;NA;NA;AY486450
Veronica krumovii;NA;AY673612;NA;NA;NA;NA;NA;NA;NA;NA;AY673633
Veronica lanceolata;NA;KJ630644;NA;NA;NA;NA;NA;NA;NA;FJ848257;FJ848055
Veronica lanosa;NA;AF509791;NA;NA;NA;NA;NA;NA;NA;NA;AY486442
Veronica lanuginosa;NA;AF509793;NA;NA;NA;NA;NA;NA;NA;NA;AF486386
Veronica leiocarpa;NA;KJ630597;NA;NA;NA;NA;NA;NA;NA;NA;KJ630693
Veronica leiophylla;NA;KJ630646;NA;NA;NA;NA;NA;NA;NA;NA;KJ630747
Veronica ligustrifolia;NA;KJ630647;NA;NA;NA;NA;NA;NA;NA;NA;KJ630748
Veronica lilliputiana;NA;AF037394;NA;NA;NA;NA;NA;NA;NA;NA;FJ848052
Veronica linariifolia;NA;KU047993;NA;NA;NA;NA;NA;NA;NA;KU048020;KU048034
Veronica linifolia;NA;AF229048;NA;NA;NA;NA;NA;NA;NA;FJ848258;FJ848056
Veronica longifolia;NA;AY673619;NA;NA;KX037385;NA;NA;NA;NA;AY218818;KJ630706
Veronica lutea;NA;AF313024;NA;NA;NA;NA;NA;NA;NA;AY218807;AF486408
Veronica lyallii;NA;AF037395;NA;NA;NA;NA;NA;NA;NA;FJ848259;FJ848057
Veronica lycica;NA;AF509802;NA;NA;NA;NA;NA;NA;NA;NA;AY850071
Veronica lycopodioides;NA;KJ630649;NA;NA;NA;NA;NA;NA;NA;NA;KJ630750
Veronica macrantha;NA;AY034853;NA;NA;AY034016;NA;NA;NA;NA;FJ848244;FJ848048
Veronica macrostemon;NA;AY741522;NA;NA;NA;NA;NA;NA;NA;NA;AY486441
Veronica magna;NA;AY673615;NA;NA;NA;NA;NA;NA;NA;NA;AF486378
Veronica mampodrensis;NA;DQ227331;NA;NA;NA;NA;NA;NA;NA;FJ848223;DQ227337
Veronica melanocaulon;NA;KJ630652;NA;NA;AY034020;NA;NA;NA;NA;FJ848260;FJ848058
Veronica michauxii;NA;KJ630584;NA;NA;NA;NA;NA;NA;NA;NA;KJ630680
Veronica micrantha;NA;DQ227330;NA;NA;NA;NA;NA;NA;NA;NA;DQ227336
Veronica miqueliana;NA;EU224207;NA;NA;NA;NA;NA;NA;NA;NA;AY486444
Veronica montana;NA;AF313014;JN894194;NA;JN891291;NA;NA;NA;NA;AY218824;KJ630717
Veronica morrisonicola;NA;AF509808;NA;NA;NA;NA;NA;NA;NA;NA;AF513347
Veronica multifida;NA;DQ534899;NA;NA;NA;NA;NA;NA;NA;NA;KJ630694
Veronica muratae;NA;KM277635;NA;NA;NA;NA;NA;NA;NA;NA;KM277650
Veronica nakaiana;KT633216;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Veronica nipponica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;AY776286
Veronica nivea;NA;JX193663;NA;NA;AY034010;NA;NA;NA;NA;FJ848229;AY540890
Veronica ochracea;NA;AF069462;NA;NA;NA;NA;NA;NA;NA;NA;KJ630754
Veronica odora;NA;AF037388;NA;NA;AY034017;NA;NA;NA;NA;FJ848245;AY540882
Veronica officinalis;NA;AF313012;JN895208;NA;AY034024;NA;NA;NA;NA;KX037406;KJ630718
Veronica oltensis;NA;AF312995;NA;NA;NA;NA;NA;NA;NA;AY218809;AF513339
Veronica opaca;NA;AY673617;NA;NA;NA;NA;NA;NA;NA;NA;AY673630
Veronica ornata;NA;KJ630612;NA;NA;NA;NA;NA;NA;NA;NA;KJ630709
Veronica oxycarpa;NA;KU047987;NA;NA;NA;NA;NA;NA;NA;KU048014;KU048028
Veronica paederotae;NA;AF509783;NA;NA;NA;NA;NA;NA;NA;NA;AF513340
Veronica panormitana;NA;AF509800;NA;NA;NA;NA;NA;NA;NA;NA;KJ646892
Veronica pentasepala;NA;FJ848076;NA;NA;NA;NA;NA;NA;NA;FJ848240;NA
Veronica peregrina;NA;AF313016;HM851038;NA;HM850451;NA;NA;NA;NA;KX037407;AF486402
Veronica perfoliata;NA;JX196844;NA;NA;NA;NA;NA;NA;NA;FJ848228;FJ848040
Veronica persica;KT724052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Veronica pimeleoides;NA;AY034855;NA;NA;NA;NA;NA;NA;NA;NA;KJ630755
Veronica pinguifolia;NA;KJ630655;NA;NA;NA;NA;NA;NA;NA;NA;KJ630756
Veronica pinnata;NA;KJ425740;NA;NA;NA;NA;NA;NA;NA;KU048024;KU048038
Veronica piroliformis;NA;MH117798;MH116909;NA;MH116460;NA;NA;NA;NA;NA;AF486390
Veronica planopetiolata;NA;AF229050;NA;NA;NA;NA;NA;NA;NA;FJ848261;FJ848059
Veronica plebeia;NA;JX193653;NA;NA;NA;NA;NA;NA;NA;NA;KJ630722
Veronica polifolia;NA;KJ630601;NA;NA;NA;NA;NA;NA;NA;NA;KJ630697
Veronica polita;NA;AF509818;MG947011;NA;MG946903;NA;NA;NA;NA;FJ848227;KJ630703
Veronica praecox;NA;EU224206;NA;NA;NA;NA;NA;NA;NA;NA;EU233627
Veronica prostrata;NA;KT361690;NA;NA;NA;NA;NA;NA;NA;NA;KJ630698
Veronica pulvinaris;NA;AF229038;NA;NA;NA;NA;NA;NA;NA;FJ848235;FJ848046
Veronica punicea;NA;KJ630656;NA;NA;NA;NA;NA;NA;NA;NA;KJ630758
Veronica pusilla;NA;KJ630585;NA;NA;NA;NA;NA;NA;NA;NA;KJ630681
Veronica quadrifaria;NA;AF037377;NA;NA;AY034008;NA;NA;NA;NA;FJ848249;AY540886
Veronica reuterana;NA;AY540866;NA;NA;NA;NA;NA;NA;NA;FJ848216;AY486447
Veronica rotunda;NA;KJ630613;NA;NA;NA;NA;NA;NA;NA;NA;KJ630710
Veronica rubra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;AY486445
Veronica rubrifolia;NA;AF509788;NA;NA;NA;NA;NA;NA;NA;NA;AF513338
Veronica salicifolia;NA;AF037386;NA;NA;AY034018;NA;NA;NA;NA;FJ848248;FJ848049
Veronica salicornioides;NA;AF069465;NA;NA;AY034019;NA;NA;NA;NA;FJ848246;AY540879
Veronica salina;NA;KX061038;NA;NA;KX037380;NA;NA;NA;NA;KX037401;KX061022
Veronica saturejoides;NA;AF313005;NA;NA;NA;NA;NA;NA;NA;NA;AF486384
Veronica scardica;NA;EU224208;NA;NA;NA;NA;NA;NA;NA;NA;EU233628
Veronica schistosa;NA;AY540863;NA;NA;NA;NA;NA;NA;NA;NA;AY486448
Veronica schmidtiana;NA;AY673620;NA;NA;NA;NA;NA;NA;NA;NA;KJ630711
Veronica scrupea;NA;FJ848074;NA;NA;NA;NA;NA;NA;NA;FJ848237;NA
Veronica scutellata;NA;AF509805;JN894218;NA;KJ841653;NA;NA;NA;NA;AY218823;AF486393
Veronica senex;NA;FJ848082;NA;NA;NA;NA;NA;NA;NA;FJ848262;FJ848060
Veronica serpyllifolia;NA;AF313017;HM851040;NA;HM850454;NA;NA;NA;NA;AY218821;AF486400
Veronica spathulata;NA;AY034861;NA;NA;NA;NA;NA;NA;NA;FJ848263;FJ848061
Veronica speciosa;NA;AH010909;NA;NA;NA;NA;NA;NA;NA;NA;KJ630762
Veronica spectabilis;NA;AF229044;NA;NA;NA;NA;NA;NA;NA;FJ848264;FJ848062
Veronica spicata;NA;AY673621;JN894225;NA;KR080512;NA;NA;NA;NA;FJ848218;KJ630712
Veronica spuria;NA;KU047988;NA;NA;NA;NA;NA;NA;NA;KU048015;KU048029
Veronica stamatiadae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;AY557598
Veronica stelleri;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;AY847149
Veronica stewartii;NA;AY741525;NA;NA;NA;NA;NA;NA;NA;NA;AY540875
Veronica stricta;NA;KJ630662;NA;NA;NA;NA;NA;NA;NA;NA;KJ630764
Veronica strictissima;NA;KJ630663;NA;NA;NA;NA;NA;NA;NA;NA;KJ630765
Veronica subalpina;NA;KJ630664;NA;NA;NA;NA;NA;NA;NA;NA;KJ630766
Veronica syriaca;NA;KJ630586;NA;NA;NA;NA;NA;NA;NA;NA;AF486398
Veronica szechuanica;NA;KM277636;NA;NA;NA;NA;NA;NA;NA;NA;KM277651
Veronica tairawhiti;NA;KJ630665;NA;NA;NA;NA;NA;NA;NA;NA;KJ630767
Veronica tauricola;NA;NA;NA;NA;NA;NA;NA;NA;NA;AF482531;AF482606
Veronica tenuifolia;NA;AY741516;NA;NA;NA;NA;NA;NA;NA;NA;AY486440
Veronica tetrasticha;NA;NA;NA;NA;NA;NA;NA;NA;NA;FJ848252;FJ848051
Veronica thessalica;NA;KJ630618;NA;NA;NA;NA;NA;NA;NA;NA;AF513343
Veronica thomsonii;NA;AF229039;NA;NA;NA;NA;NA;NA;NA;FJ848234;FJ848045
Veronica thymifolia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;KJ630700
Veronica thymoides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;AF486373
Veronica topiaria;NA;KJ630666;NA;NA;NA;NA;NA;NA;NA;NA;KJ630768
Veronica townsonii;NA;AY034857;NA;NA;NA;NA;NA;NA;NA;NA;KJ630769
Veronica treadwellii;NA;KJ630668;NA;NA;NA;NA;NA;NA;NA;NA;KJ630770
Veronica trichadena;NA;AY850092;NA;NA;NA;NA;NA;NA;NA;NA;KJ630684
Veronica trifida;NA;AF037376;NA;NA;NA;NA;NA;NA;NA;NA;FJ848063
Veronica triloba;NA;AF509804;NA;NA;NA;NA;NA;NA;NA;AY218815;AF513333
Veronica triphyllos;NA;AF509795;NA;NA;NA;NA;NA;NA;NA;AY218817;KJ630686
Veronica tubata;NA;AY540870;NA;NA;NA;NA;NA;NA;NA;NA;AY540874
Veronica turrilliana;NA;AF486360;NA;NA;NA;NA;NA;NA;NA;NA;AF486374
Veronica undulata;NA;KU047994;NA;NA;NA;NA;NA;NA;NA;KU048021;KU048035
Veronica urticifolia;NA;AF313011;NA;NA;NA;NA;NA;NA;NA;NA;AF486389
Veronica vandellioides;NA;AF509806;NA;NA;NA;NA;NA;NA;NA;NA;AF513346
Veronica vandewateri;NA;AF229052;NA;NA;AY034023;NA;NA;NA;NA;AY218813;AF486381
Veronica vendettadeae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;KJ630701
Veronica verna;NA;AF509789;NA;NA;KF997427;NA;NA;NA;NA;KU048018;AF486379
Veronica vernicosa;NA;AY034858;NA;NA;NA;NA;NA;NA;NA;NA;KJ630771
Veronica vindobonensis;NA;AY673614;NA;NA;NA;NA;NA;NA;NA;NA;AF510426
Veronica wormskjoldii;NA;AF509811;KX676867;NA;KX037384;NA;NA;NA;NA;KX037405;AH012854
Veronica wyomingensis;NA;MG219224;NA;NA;MG224370;NA;NA;NA;NA;NA;NA
Veronica yunnanensis;NA;KM277642;NA;NA;NA;NA;NA;NA;NA;NA;KM277659
Veronicastrum axillare;NA;EU224210;NA;NA;GQ436720;NA;NA;NA;NA;NA;EU233624
Veronicastrum brunonianum;NA;NA;NA;NA;JQ933251;NA;NA;NA;NA;NA;NA
Veronicastrum liukiuense;NA;AF509815;NA;NA;NA;NA;NA;NA;NA;NA;AF486413
Veronicastrum sibiricum;KT724053;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Veronicastrum stenostachyum;NA;AF313031;NA;NA;NA;NA;NA;NA;NA;AY218803;AF513354
Veronicastrum virginicum;NA;AF313030;MK520801;NA;KX037379;NA;NA;NA;NA;KX037400;KX061021
Vitex agnus-castus;Li_2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vitex altissima;NA;KF170025;NA;FM200154;KF796632;NA;NA;NA;NA;NA;NA
Vitex axillariflora;NA;NA;MG836384;NA;MG836355;NA;NA;NA;NA;NA;MG836413
Vitex buchananii;NA;NA;JX517569;NA;JX573083;NA;NA;NA;NA;NA;NA
Vitex burmensis;NA;NA;NA;AY115881;NA;NA;NA;NA;NA;NA;NA
Vitex canescens;NA;NA;AB284181;NA;NA;NA;NA;NA;NA;NA;NA
Vitex carbunculorum;NA;NA;AB284179;NA;NA;NA;NA;NA;NA;NA;NA
Vitex cofassus;NA;DQ499149;NA;NA;JF739053;NA;NA;NA;NA;NA;NA
Vitex doniana;NA;FM200115;KF147452;FM200174;KF147530;NA;NA;NA;NA;NA;NA
Vitex ferruginea;NA;FM200116;JF270991;FM200158;JF265650;NA;NA;NA;NA;NA;NA
Vitex gaumeri;NA;NA;NA;FM200172;NA;NA;NA;NA;NA;NA;NA
Vitex glabrata;NA;FM200117;AB284178;FM200159;KY523902;NA;NA;NA;NA;KY523903;NA
Vitex harveyana;NA;NA;JF270992;NA;JF265651;NA;NA;NA;NA;NA;NA
Vitex lignum-vitae;NA;FM200119;KM894602;FM200161;NA;NA;NA;NA;NA;NA;NA
Vitex limonifolia;NA;FM200120;AB284180;FM200162;NA;NA;NA;NA;NA;NA;NA
Vitex lucens;NA;FM200122;NA;FM200164;KT626796;NA;NA;NA;NA;NA;NA
